id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
678198429609309672,Home in Edinburgh · 2 bedrooms · 3 beds · 1 bath,194141984,Sheraz,,The Inch,55.91739,-3.15851,Entire home/apt,200,1,0,,,1,0,0,
679527829244219045,Condo in Edinburgh · ★4.0 · 2 bedrooms · 2 beds · 1 bath,73579083,Ellen,,Canonmills and New Town North,55.958997,-3.1989041,Entire home/apt,175,3,4,2023-01-02,0.39,1,0,4,
678213625544419767,Condo in Edinburgh · ★4.40 · 1 bedroom · 1 bed · 1 bath,136443373,Kelvyn,,Gorgie West,55.93604,-3.2345,Entire home/apt,105,1,5,2022-08-21,0.48,1,0,5,
679532668575546434,Condo in Edinburgh · 2 bedrooms · 2 beds · 1 bath,21906467,Alison,,Broughton South,55.96246,-3.17963,Entire home/apt,85,14,0,,,43,81,0,
679648422386977116,Condo in Edinburgh · ★4.85 · 1 bedroom · 1 bed · 1 bath,132432352,Megan,,Slateford and Chesser,55.92996,-3.25806,Entire home/apt,125,2,13,2023-06-09,1.48,1,1,13,
678247455104809786,Home in Edinburgh · ★5.0 · 4 bedrooms · 4 beds · 2.5 baths,18794384,Jimmy Corcoran,,Willowbrae and Duddingston Village,55.94251,-3.14858,Entire home/apt,503,4,8,2023-06-03,0.77,1,67,8,
678261035312792375,Condo in Edinburgh · 1 bedroom · 1 bed · 1 shared bath,57006007,Jennifer,,Merchiston and Greenhill,55.93668,-3.21821,Private room,60,2,2,2023-05-08,0.22,2,0,2,
678279658828063445,Condo in Edinburgh · 3 bedrooms · 3 beds · 1 bath,3092851,Lynne,,The Inch,55.92103,-3.1582,Entire home/apt,148,90,0,,,13,285,0,
679651942443483415,Condo in Edinburgh · ★4.53 · 1 bedroom · 1 bed · 1 bath,471680133,Christopher,,Easter Road and Hawkhill Avenue,55.96045489999999,-3.1689385,Entire home/apt,85,2,16,2023-06-12,1.58,1,0,16,
678323414716789114,Condo in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 bath,11820802,Rosa,,South Leith,55.96647,-3.174,Entire home/apt,125,2,6,2023-05-31,0.94,1,29,6,
679667298849917859,Condo in Edinburgh · ★4.57 · 3 bedrooms · 1 bed · 1.5 shared baths,188071063,Lauren,,Boswall and Pilton,55.97381,-3.23517,Private room,41,6,7,2023-01-01,0.70,1,316,7,
678631694998965733,Condo in Edinburgh · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,153088747,Lysbeth,,Gorgie West,55.93638,-3.23626,Entire home/apt,51,60,9,2023-05-12,0.90,1,20,9,
678637489286543139,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 private bath,70680802,Graham,,Broughton South,55.96264826500938,-3.1830756277211347,Private room,95,1,25,2023-06-07,2.51,1,40,25,
679731408594178857,Home in Edinburgh · 4 bedrooms · 4 beds · 2 baths,11685199,Robbie,,Morningside and Craighouse,55.92259614384585,-3.21559788157106,Entire home/apt,571,3,2,2022-08-28,0.20,1,77,2,
678708715660331759,Townhouse in Edinburgh · ★4.77 · 1 bedroom · 1 bed · 1.5 shared baths,412396054,Wai,,Gilmerton South and the Murrays,55.90391,-3.1291,Private room,80,2,13,2023-05-28,1.25,3,90,13,
678710456569598835,Condo in Newington · ★5.0 · 2 bedrooms · 3 beds · 1 bath,19237959,Lloyd,,Meadows and Southside,55.94143,-3.18197,Entire home/apt,182,2,12,2023-06-01,1.16,2,124,12,
679748388428663180,Condo in Leith · ★4.91 · 1 bedroom · 1 bed · 1 private bath,421984863,Charlotte,,The Shore and Constitution Street,55.9718452,-3.1678641,Private room,84,2,32,2023-06-11,3.01,2,109,32,
681323219500853046,Loft in Edinburgh · ★4.33 · 2 bedrooms · 1 bed · 1 bath,343077505,Brandon,,"Old Town, Princes Street and Leith Street",55.95153,-3.18874,Entire home/apt,428,2,3,2022-08-29,0.29,4,224,3,
679797935081185841,Condo in Edinburgh · ★4.69 · 1 bedroom · 1 bed · 1 private bath,88995720,38 Bide Collective,,Deans Village,55.95386,-3.20469,Private room,100,2,13,2023-06-12,7.36,10,162,13,
681489461685229969,Condo in Edinburgh · ★4.70 · 1 bedroom · 1 bed · 1 bath,57107209,Lewis,,Easter Road and Hawkhill Avenue,55.96287,-3.16989,Entire home/apt,96,1,27,2023-05-29,2.64,1,7,27,
681503865410940937,Rental unit in Edinburgh · ★4.20 · 2 bedrooms · 2 beds · 1 bath,37563463,Altido,,Broughton South,55.96206,-3.18103,Entire home/apt,142,3,5,2023-05-27,0.59,155,314,5,
680067367888521048,Condo in Cramond · ★5.0 · 1 bedroom · 1 bed · 1 bath,29084463,Brunella,,"Barnton, Cammo and Cramond South",55.96614,-3.31568,Entire home/apt,139,7,5,2023-01-05,0.49,2,69,5,
681576839823053515,Rental unit in Edinburgh · ★4.31 · 1 bedroom · 1 bed · 1 bath,37563463,Altido,,Tollcross,55.94863,-3.20953,Entire home/apt,131,3,13,2022-11-07,1.36,155,347,13,
680163331373199301,Rental unit in Edinburgh · ★4.31 · 1 bedroom · 1 bed · 1 bath,37563463,Altido,,Canonmills and New Town North,55.96138,-3.19586,Entire home/apt,109,3,16,2023-05-31,1.80,155,345,16,
680200218842055249,Condo in Edinburgh · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,471812684,James,,Easter Road and Hawkhill Avenue,55.96133589999999,-3.1675402,Private room,84,2,5,2023-06-04,0.49,1,151,5,
681621880097429309,Condo in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 bath,74365391,Matthew,,Gorgie West,55.93788459602652,-3.2338545843958855,Entire home/apt,76,2,41,2023-05-29,4.03,1,67,41,
680203677662477177,Cottage in Edinburgh · ★4.73 · 4 bedrooms · 5 beds · 4 baths,191943631,Sully,,"Dalmeny, Kirkliston and Newbridge",55.95352,-3.42664,Entire home/apt,277,3,15,2023-06-05,1.98,1,81,15,
680204985814043549,Guest suite in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 private bath,7513204,Margherita,,Willowbrae and Duddingston Village,55.95177,-3.14848,Private room,100,2,19,2023-06-11,1.85,1,24,19,
681641055612955137,Rental unit in Edinburgh · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,472033475,Inder,,Tollcross,55.943127194602084,-3.205360472202301,Entire home/apt,143,2,6,2023-06-03,0.60,1,51,6,
680270617378762011,Condo in Edinburgh · ★5.0 · 2 bedrooms · 2 beds · 1 bath,37680253,Peter,,Tollcross,55.942353536545326,-3.20153220898437,Entire home/apt,150,7,3,2023-05-30,0.31,1,47,3,
681645943516464184,Condo in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 bath,109817637,Cristina,,Easter Road and Hawkhill Avenue,55.96097,-3.17092,Entire home/apt,161,2,14,2023-06-06,1.39,1,75,14,
681649743173467460,Rental unit in Edinburgh · ★4.50 · 4 bedrooms · 4 beds · 2 baths,37563463,Altido,,Leith (Albert Street),55.96351,-3.17563,Entire home/apt,205,2,8,2023-05-21,0.80,155,309,8,
680342083912533996,Rental unit in Edinburgh · ★4.74 · 2 bedrooms · 3 beds · 1 bath,201600360,David,,"Canongate, Southside and Dumbiedykes",55.9529,-3.17817,Entire home/apt,199,1,76,2023-05-28,7.68,37,212,76,
681668621977840337,Serviced apartment in Newington · ★4.30 · 1 bedroom · 1 bed · 1 bath,437202345,Muhammed,,"Canongate, Southside and Dumbiedykes",55.94458,-3.18284,Entire home/apt,102,1,37,2023-06-03,3.63,5,267,37,
680363440151373730,Condo in Edinburgh · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,471863775,Josep Maria,,Parkhead and Sighthill,55.9212,-3.28324,Private room,53,2,24,2023-06-10,2.34,1,242,24,
681698577932519999,Condo in Leith · ★4.98 · 1 bedroom · 1 bed · 1 shared bath,18982472,Fabiana,,North Leith and Newhaven,55.9763088,-3.1763372,Private room,74,2,45,2023-06-07,4.33,2,32,45,
680377564798295184,Condo in Edinburgh · ★4.50 · 1 bedroom · 2 beds · 1 bath,117838929,Dõminic,,Boswall and Pilton,55.97476,-3.21892,Entire home/apt,156,3,4,2022-08-28,0.39,1,76,4,
681718691537537792,Condo in Edinburgh · 2 bedrooms · 3 beds · 1 bath,232827957,Robin,,"Canongate, Southside and Dumbiedykes",55.95057239988804,-3.183162945507816,Entire home/apt,500,1,1,2022-09-12,0.11,3,0,1,
681760795887097120,Rental unit in Edinburgh · ★4.60 · 2 bedrooms · 2 beds · 1 bath,203549901,Termina,,Morningside and Craighouse,55.92373,-3.21989,Entire home/apt,140,4,5,2022-08-31,0.48,3,9,5,
680400972806825073,Home in Edinburgh · ★New · 2 bedrooms · 2 beds · 1 bath,63790284,Michael,,South Gyle,55.93442,-3.2983,Entire home/apt,179,2,0,,,1,23,0,
681766818871717302,Condo in Edinburgh · ★4.75 · 2 bedrooms · 3 beds · 1 bath,472206718,Ella,,Dalry and Fountainbridge,55.9419,-3.22304,Entire home/apt,343,1,4,2023-01-02,0.40,1,110,4,
680444532445882970,Guesthouse in Edinburgh · ★4.83 · 1 bedroom · 3 beds · 1 bath,55510800,Janet,,Greenbank and The Braids,55.91486,-3.21147,Entire home/apt,110,2,6,2023-05-31,0.58,1,178,6,
680457548029068280,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,471884733,Pawel,,The Inch,55.9223504,-3.1554075,Private room,55,2,28,2023-06-10,2.85,1,105,28,
681833360225604886,Condo in Edinburgh · 2 bedrooms · 2 beds · 1 bath,232420201,Alisdair,,Leith (Albert Street),55.96256312120509,-3.175616753967294,Entire home/apt,140,3,2,2022-09-28,0.21,1,0,2,
680491555169743661,Serviced apartment in Edinburgh · 4 bedrooms · 7 beds · 1 bath,399777882,Habeebat Olabisi,,West Pilton,55.96915,-3.24349,Entire home/apt,429,1,1,2022-09-28,0.12,6,255,1,
681867442458910911,Condo in Leith · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,18982472,Fabiana,,The Shore and Constitution Street,55.97533,-3.1758,Private room,52,2,13,2022-10-01,1.26,2,0,13,
681886245625389323,Condo in Edinburgh · ★4.80 · 2 bedrooms · 2 beds · 1 bath,457160351,Bernard,,Newington and Dalkeith Road,55.94196,-3.18028,Entire home/apt,135,3,5,2022-08-29,0.50,2,9,5,
680500481751401856,Condo in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,34355743,Vince,,Leith (Albert Street),55.96199,-3.17139,Entire home/apt,110,1,20,2023-06-06,1.93,1,20,20,
681886847218960638,Condo in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,340529909,Kathryn,,Craigmillar,55.92375,-3.12258,Private room,35,2,15,2023-05-29,1.44,1,8,15,
682367374914445239,Condo in Edinburgh · ★4.65 · 1 bedroom · 1 bed · 1.5 shared baths,129924369,Gerry,,Hillside and Calton Hill,55.96059,-3.17233,Private room,69,3,20,2023-04-11,1.94,3,0,20,
680857866147265000,Rental unit in Stockbridge · ★4.08 · 2 bedrooms · 3 beds · 1 bath,37563463,Altido,,Stockbridge,55.95894,-3.20888,Entire home/apt,147,3,12,2023-06-01,1.17,155,60,12,
680860538798346197,Condo in Edinburgh · ★4.89 · 3 bedrooms · 4 beds · 2 baths,252297725,Emma,,Hillside and Calton Hill,55.960512180242205,-3.182097319573982,Entire home/apt,375,2,27,2023-06-04,2.61,1,51,27,
682382359325017784,Condo in Edinburgh · ★4.92 · 2 bedrooms · 3 beds · 1 bath,225214238,Paul,,Trinity East and The Dudleys,55.97271,-3.19999,Entire home/apt,118,2,61,2023-06-11,5.94,1,240,61,
680943640614748380,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,156178442,Lorenzo,,Easter Road and Hawkhill Avenue,55.96092,-3.1716,Private room,73,3,24,2023-06-04,2.32,1,0,24,
682393337440735809,Condo in Edinburgh · 1 bedroom · 1 bed · 1.5 baths,5351643,Giovanni,,Stenhouse and Saughton Mains,55.9323,-3.26046,Entire home/apt,95,4,2,2023-01-01,0.21,2,0,2,
680949628331073355,Rental unit in Edinburgh · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,469602056,Xiangliang,,Newington and Dalkeith Road,55.9403107,-3.1774351,Entire home/apt,135,2,3,2022-08-29,0.30,1,27,3,
682505438543869015,Home in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 private bath,472371507,Angie,,Liberton East,55.91149,-3.1508,Private room,99,4,21,2023-06-01,2.02,1,53,21,
682561734586459423,Condo in Edinburgh · 1 bedroom · 2 beds · 1 bath,196521706,Damilola,,Meadowbank and Abbeyhill North,55.95489946201393,-3.161931484937668,Entire home/apt,213,3,2,2022-09-19,0.22,2,5,2,
680989595954207417,Condo in Edinburgh · ★4.81 · 1 bedroom · 2 beds · 1 bath,53699298,Jonny,,Broughton South,55.96339,-3.18156,Entire home/apt,107,2,64,2023-06-08,6.17,1,116,64,
683039451236823613,Home in Queensferry · ★4.83 · 1 bedroom · 1 bed · 1.5 baths,25011801,Caitlin,,Queensferry East,55.9844118,-3.3886065,Private room,20,1,23,2022-10-30,2.25,1,0,23,
681023807396253376,Rental unit in Edinburgh · ★4.33 · 1 bedroom · 1 bed · 1 bath,472025441,GuestReady,,Dalry and Fountainbridge,55.94054,-3.21494,Entire home/apt,115,1,12,2023-05-31,1.22,1,92,12,
683092634224107404,Bed and breakfast in Edinburgh · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,472491477,Rachel,,"Old Town, Princes Street and Leith Street",55.9512908,-3.1847481978698755,Private room,114,2,51,2023-06-05,4.94,1,16,51,
683180773079453742,Condo in Edinburgh · ★5.0 · 2 bedrooms · 2 beds · 1 bath,14718503,Duane,,Bruntsfield,55.93817,-3.21118,Entire home/apt,160,1,4,2023-05-29,0.40,1,29,4,
681052005388460870,Townhouse in Edinburgh · ★4.75 · 1 bedroom · 2 beds · 1 bath,3008499,Rebecca,,Deans Village,55.95295,-3.2021,Private room,167,1,8,2023-05-18,0.82,55,349,8,
683194237130205193,Condo in Newington · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,32217120,Marita,,Meadows and Southside,55.94147,-3.18146,Private room,85,3,21,2023-06-06,2.03,2,135,21,
681052482032791268,Townhouse in Edinburgh · ★4.75 · 1 bedroom · 2 beds · 1 bath,3008499,Rebecca,,New Town West,55.955,-3.20301,Private room,120,1,4,2022-12-12,0.51,55,334,4,
681052669099436647,Townhouse in Edinburgh · ★4.57 · 1 bedroom · 2 beds · 1 bath,3008499,Rebecca,,Deans Village,55.95286,-3.20292,Private room,120,1,7,2023-05-23,0.70,55,344,7,
681053135732432317,Townhouse in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,Deans Village,55.9538,-3.2014,Private room,100,1,3,2023-05-21,0.36,55,293,3,
681053229259772767,Townhouse in Edinburgh · ★3.50 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,Deans Village,55.9534,-3.2033,Private room,100,1,4,2022-12-30,0.45,55,338,4,
683204675847740667,Condo in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,362750359,Rhona,,Comely Bank,55.95734,-3.21907,Private room,111,1,36,2023-06-10,3.48,1,148,36,
681053524687325314,Townhouse in Edinburgh · ★4.60 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,New Town West,55.95502,-3.20332,Private room,100,1,5,2023-04-30,0.56,55,337,5,
681053634602697546,Townhouse in Edinburgh · ★4.71 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,Deans Village,55.95283,-3.20289,Private room,100,1,14,2023-05-29,1.62,55,349,14,
681053780367053813,Townhouse in Edinburgh · ★4.83 · 1 bedroom · 2 beds · 1 bath,3008499,Rebecca,,New Town West,55.95484,-3.20145,Private room,120,1,6,2023-05-21,0.75,55,341,6,
681054129170213480,Townhouse in Edinburgh · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,New Town West,55.95486,-3.20155,Private room,100,1,1,2022-09-22,0.11,55,319,1,
681054266610502229,Townhouse in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,New Town West,55.95473,-3.2033,Private room,100,1,4,2022-12-26,0.49,55,314,4,
681054349600618461,Townhouse in Edinburgh · ★4.75 · 1 bedroom · 3 beds · 1 bath,3008499,Rebecca,,Deans Village,55.95317,-3.20165,Private room,194,1,4,2022-12-30,0.49,55,344,4,
681054779883128963,Townhouse in Edinburgh · ★4.0 · 1 bedroom · 2 beds · 1 bath,3008499,Rebecca,,New Town West,55.95498,-3.20286,Private room,120,1,4,2023-04-30,0.50,55,326,4,
683307991452914297,Condo in Edinburgh · 2 bedrooms · 2 beds · 2 baths,23841281,Bruce&Julio,,Meadowbank and Abbeyhill North,55.9614055,-3.1627161,Entire home/apt,239,4,2,2022-08-16,0.20,2,16,2,
681055035374404427,Townhouse in Edinburgh · ★4.43 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,Deans Village,55.95291,-3.20171,Private room,100,1,7,2022-12-26,0.76,55,323,7,
681147982091184549,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,36689600,Ali,,Northfield and Piershill,55.95105,-3.1408,Private room,50,3,6,2022-10-04,0.58,1,0,6,
683313148661942114,Condo in Edinburgh · ★4.64 · 1 bedroom · 1 bed · 1 bath,59327323,Ds,,Tollcross,55.94601,-3.19674,Entire home/apt,119,2,59,2023-05-26,5.71,8,271,59,
681191836812812675,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,77792532,Gulcin,,"Canongate, Southside and Dumbiedykes",55.94757,-3.17997,Private room,71,1,93,2023-06-12,8.91,1,114,93,
683323234269399249,Condo in Edinburgh · 2 bedrooms · 2 beds · 2 baths,405995127,Tania,,New Town West,55.95162,-3.21147,Entire home/apt,200,2,2,2022-08-29,0.20,2,266,2,
681240149178885241,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,57098847,Jackie,,Granton and Royston Mains,55.98446,-3.22796,Private room,55,2,69,2023-06-08,6.51,1,0,69,
683358420700194248,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,94315374,Eleena,,Hillside and Calton Hill,55.95864,-3.17944,Private room,97,3,11,2023-05-27,1.06,1,39,11,
681262032713492459,Condo in Leith · ★4.49 · 2 bedrooms · 2 beds · 1 bath,472099256,Lyla,,The Shore and Constitution Street,55.9735,-3.16598,Entire home/apt,142,1,47,2023-05-31,4.43,1,22,47,
683378106184002043,Rental unit in Edinburgh · ★4.80 · 1 bedroom · 1 bed · 1 bath,6130880,Caoimhe,,Hillside and Calton Hill,55.95992,-3.16999,Entire home/apt,137,3,10,2023-05-22,0.97,1,16,10,
683399474495363422,Condo in Newington · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,178574635,Connor,,Meadows and Southside,55.9421,-3.1814,Entire home/apt,150,5,19,2023-06-04,2.30,3,131,19,
683516353127602057,Cottage in Edinburgh · 3 bedrooms · 3 beds · 2 baths,222202509,"Cottages,Com",,Murrayfield and Ravelston,55.948103,-3.248418,Entire home/apt,664,1,0,,,18,264,0,
681300243674963897,Condo in Stockbridge · ★4.75 · 2 bedrooms · 2 beds · 1.5 baths,129914583,Fiona,,Stockbridge,55.95731,-3.21279,Entire home/apt,311,2,4,2023-05-28,0.73,2,3,4,
685653704251152786,Rental unit in Edinburgh · ★3.80 · 1 bedroom · 3 beds · 1 bath,433116832,MySTAYINN,,Tollcross,55.94728,-3.20265,Private room,94,1,5,2023-06-01,1.81,27,94,5,
683530913396237655,Condo in Edinburgh · ★4.21 · 4 bedrooms · 5 beds · 2 baths,412671478,Apex,,Deans Village,55.94506,-3.22209,Entire home/apt,212,1,39,2023-05-24,3.84,2,103,39,
683600708465323302,Condo in Edinburgh · ★5.0 · 2 bedrooms · 2 beds · 1.5 shared baths,18281340,Anna,,South Leith,55.96591,-3.17093,Private room,145,1,4,2022-08-14,0.39,2,0,4,
685653849976587168,Rental unit in Edinburgh · ★3.88 · 1 bedroom · 3 beds · 1 bath,433116832,MySTAYINN,,Tollcross,55.94511,-3.20407,Private room,112,1,8,2023-05-11,1.21,27,111,8,
685865035406714104,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 bath,87762710,Denise,,Bonaly and The Pentlands,55.9082,-3.27566,Entire home/apt,155,1,13,2023-05-11,1.45,38,69,13,
683723022851489971,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,20228661,Dorota,,Gorgie West,55.93611,-3.23728,Private room,58,3,22,2023-06-02,2.15,1,53,22,
685982165414544314,Condo in Edinburgh · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,19057489,Carly,,Tollcross,55.94627020000001,-3.2116736,Private room,86,1,82,2023-06-11,7.91,1,20,82,
683727574795453630,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,137809800,Oliver,,Bonnington,55.97204,-3.18898,Private room,90,1,3,2022-08-14,0.29,1,0,3,
685989607827107269,Condo in Edinburgh · ★4.80 · 2 bedrooms · 2 beds · 1 bath,473253669,Clare-Pass The Keys,,Currie East,55.90142,-3.29107,Entire home/apt,189,2,5,2022-12-29,0.57,1,32,5,
683732302134852190,Rental unit in Edinburgh · ★4.67 · 2 bedrooms · 2 beds · 2 baths,472661713,Antonis,,Broughton North and Powderhall,55.96539,-3.19184,Entire home/apt,130,1,6,2023-05-30,1.49,1,72,6,
686060785045443707,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,16251986,Alison,,"Old Town, Princes Street and Leith Street",55.9506205336435,-3.184027187526226,Private room,140,2,6,2023-05-31,0.58,1,76,6,
683749028338472597,Condo in Leith · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,16455603,Kerri,,Great Junction Street,55.97117,-3.17536,Private room,65,2,15,2023-05-29,1.45,1,210,15,
686151114234998886,Condo in Edinburgh · ★4.84 · 3 bedrooms · 3 beds · 2 baths,318502944,Paul,,Granton West and Salvesen,55.97643,-3.2512,Entire home/apt,145,1,50,2023-06-10,5.00,1,23,50,
686198456551456405,Condo in Edinburgh · ★4.88 · 2 bedrooms · 3 beds · 1 bath,89866174,David,,Boswall and Pilton,55.97147,-3.2266981,Entire home/apt,109,2,17,2023-06-05,1.81,13,23,17,
683790713500565929,Condo in Edinburgh · ★4.73 · 1 bedroom · 2 beds · 1 bath,443740036,Sandra,,Tollcross,55.94619,-3.2046,Entire home/apt,129,2,22,2023-06-12,2.12,1,38,22,
683800429252220258,Condo in Edinburgh · ★4.88 · 2 bedrooms · 3 beds · 1 bath,108813705,Stephanie,,"Old Town, Princes Street and Leith Street",55.94816,-3.19723,Entire home/apt,275,3,17,2023-05-29,1.66,2,282,17,
683861906352271984,Rental unit in Edinburgh · ★4.29 · 2 bedrooms · 3 beds · 1 bath,407849567,Cassidy,,"Gracemount, Southhouse and Burdiehouse",55.90545,-3.16397,Entire home/apt,103,1,34,2023-05-23,3.48,1,131,34,
683866867685723243,Condo in Edinburgh · 3 bedrooms · 3 beds · 2 baths,78344053,Sean,,Tollcross,55.94690761099034,-3.2098743306366715,Entire home/apt,250,3,1,2022-08-15,0.10,1,94,1,
683930532087123623,Condo in Newington · 1 bedroom · 1 bed · 1 shared bath,94388306,Azmath,,"Canongate, Southside and Dumbiedykes",55.94457,-3.18243,Private room,104,1,2,2022-09-30,0.19,1,48,2,
686633626954848924,Condo in Newington · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,35157498,Alexander,,Meadows and Southside,55.941838121703924,-3.1814222841308593,Private room,70,5,44,2023-05-25,4.30,1,1,44,
686660196619807472,Condo in Edinburgh · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,181126846,Mike,,Broughton North and Powderhall,55.96665,-3.19502,Private room,70,1,17,2023-06-08,1.66,1,0,17,
683978353971989223,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,36962244,Keith,,Bonnington,55.97197,-3.19472,Private room,110,3,3,2022-08-29,0.30,1,58,3,
684065748620641791,Rental unit in Leith · ★4.85 · 1 bedroom · 1 bed · 2 baths,472765469,GuestReady,,The Shore and Constitution Street,55.97493,-3.16465,Entire home/apt,120,1,13,2023-05-29,1.27,1,44,13,
686696872467543165,Condo in Edinburgh · 1 bedroom · 1 bed · 1 bath,20028464,Lisa McKinney,,Tollcross,55.94219769999999,-3.2056444,Entire home/apt,204,6,2,2023-05-29,0.20,10,364,2,
686754052935662466,Rental unit in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,460237558,Ahmed Jameel,,Meadows and Southside,55.94229,-3.18302,Private room,84,6,36,2022-11-27,3.50,1,53,36,
684392944511250055,Condo in Edinburgh · ★4.53 · 1 bedroom · 1 bed · 1 shared bath,136249256,Anjana,,Newington and Dalkeith Road,55.94113,-3.17361,Private room,67,1,36,2023-06-11,3.53,2,4,36,
686766149343243213,Condo in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,153351038,Rima,,Muirhouse,55.972613797926954,-3.2547583803534503,Private room,93,1,11,2022-12-31,1.06,1,30,11,
684422523935919253,Home in Edinburgh · ★4.91 · 1 bedroom · 1 bed · 1 private bath,72934775,Thao,,Merchiston and Greenhill,55.92945899999999,-3.222305,Private room,88,2,35,2023-06-11,3.40,1,28,35,
686789227723761423,Rental unit in Edinburgh · ★4.52 · 2 bedrooms · 2 beds · 1 bath,201600360,David,,"Canongate, Southside and Dumbiedykes",55.95021,-3.18137,Entire home/apt,203,1,25,2023-05-18,2.65,37,198,25,
686795334951956837,Rental unit in Edinburgh · ★4.25 · 2 bedrooms · 2 beds · 1 bath,473449089,Andrei,,Newington and Dalkeith Road,55.94262,-3.17684,Entire home/apt,130,1,20,2023-05-31,2.00,1,25,20,
686821144408406431,Rental unit in Edinburgh · ★4.82 · 1 bedroom · 2 beds · 1 bath,454426126,Solene,,Bonnington,55.97041,-3.18829,Entire home/apt,146,1,11,2023-06-10,1.07,4,90,11,
684468777649480506,Bed and breakfast in Edinburgh · ★4.89 · 2 bedrooms · 5 beds · 2.5 baths,86252647,Richard,,West Pilton,55.9716886,-3.241459,Private room,52,1,18,2023-06-06,1.82,1,67,18,
686821856706912207,Rental unit in Edinburgh · 2 bedrooms · 2 beds · 1 bath,473460378,GuestReady,,Dalry and Fountainbridge,55.94492,-3.21366,Entire home/apt,233,2,0,,,1,0,0,
684538366310154859,Home in Edinburgh · ★5.0 · 1 bedroom · 1 bed · 2 shared baths,107983601,Tracey,,Boswall and Pilton,55.97642,-3.21842,Private room,80,2,19,2023-06-02,1.83,2,328,19,
686846599590545627,Condo in Edinburgh · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,473469978,Pauline,,Muirhouse,55.97206689999999,-3.2548932,Private room,30,2,7,2023-06-12,0.72,1,284,7,
684568703871708159,Condo in Edinburgh · ★4.68 · 2 bedrooms · 2 beds · 1 bath,472878228,Roza,,Granton West and Salvesen,55.97625192918161,-3.2516011941039564,Entire home/apt,129,2,28,2023-06-05,2.75,1,295,28,
686858132553824472,Condo in Edinburgh · ★4.86 · 2 bedrooms · 2 beds · 1 bath,330707521,Martin,,Easter Road and Hawkhill Avenue,55.96409,-3.17281,Entire home/apt,195,7,7,2023-01-03,0.71,1,9,7,
684606770659186139,Condo in Edinburgh · ★4.50 · 2 bedrooms · 3 beds · 1 bath,4883245,Katriona,,South Leith,55.96562,-3.17097,Entire home/apt,118,2,4,2023-01-01,0.39,1,0,4,
